año;mes;hora;factor_antofagasta;factor_santiago;factor_puertomontt
2025;7;12;0.721;0.777;0.529
2025;7;13;0.671;0.808;0.585
2025;7;14;0.627;0.787;0.604
2025;7;15;0.568;0.712;0.564
2025;7;16;0.442;0.577;0.416
2025;7;17;0.233;0.368;0.109
2025;7;18;0.044;0.052;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.001;0;0
2025;7;9;0.154;0.317;0
2025;7;10;0.457;0.545;0
2025;7;11;0.612;0.691;0.004
2025;7;12;0.683;0.773;0.079
2025;7;13;0.719;0.802;0.106
2025;7;14;0.706;0.782;0.102
2025;7;15;0.635;0.709;0.042
2025;7;16;0.462;0.578;0
2025;7;17;0.228;0.374;0
2025;7;18;0.037;0.057;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.008;0;0
2025;7;9;0.186;0.259;0
2025;7;10;0.421;0.502;0.019
2025;7;11;0.612;0.648;0.048
2025;7;12;0.695;0.732;0.177
2025;7;13;0.737;0.763;0.159
2025;7;14;0.714;0.744;0.085
2025;7;15;0.642;0.671;0.031
2025;7;16;0.518;0.541;0.023
2025;7;17;0.314;0.337;0.002
2025;7;18;0.069;0.044;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.024;0;0
2025;7;9;0.308;0.265;0
2025;7;10;0.507;0.493;0.017
2025;7;11;0.638;0.638;0.048
2025;7;12;0.726;0.722;0.070
2025;7;13;0.767;0.753;0.102
2025;7;14;0.750;0.734;0.060
2025;7;15;0.683;0.661;0.061
2025;7;16;0.560;0.524;0.032
2025;7;17;0.371;0.285;0.007
2025;7;18;0.112;0.031;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.013;0;0
2025;7;9;0.190;0.076;0
2025;7;10;0.356;0.493;0.050
2025;7;11;0.554;0.606;0.144
2025;7;12;0.685;0.722;0.366
2025;7;13;0.734;0.765;0.436
2025;7;14;0.726;0.746;0.225
2025;7;15;0.659;0.676;0.354
2025;7;16;0.535;0.547;0.206
2025;7;17;0.351;0.346;0.078
2025;7;18;0.101;0.051;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.019;0;0
2025;7;9;0.244;0.293;0.018
2025;7;10;0.468;0.511;0.226
2025;7;11;0.595;0.649;0.447
2025;7;12;0.621;0.724;0.596
2025;7;13;0.584;0.751;0.640
2025;7;14;0.543;0.730;0.630
2025;7;15;0.502;0.659;0.542
2025;7;16;0.458;0.534;0.399
2025;7;17;0.328;0.337;0.201
2025;7;18;0.100;0.049;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.025;0;0
2025;7;9;0.304;0.059;0.025
2025;7;10;0.482;0.433;0.230
2025;7;11;0.583;0.588;0.419
2025;7;12;0.655;0.566;0.460
2025;7;13;0.689;0.250;0.587
2025;7;14;0.678;0.209;0.281
2025;7;15;0.628;0.175;0.139
2025;7;16;0.513;0.072;0.073
2025;7;17;0.319;0.024;0.020
2025;7;18;0.074;0;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.029;0;0
2025;7;9;0.321;0.017;0
2025;7;10;0.524;0.082;0.055
2025;7;11;0.661;0.233;0.134
2025;7;12;0.739;0.478;0.165
2025;7;13;0.763;0.625;0.116
2025;7;14;0.730;0.649;0.080
2025;7;15;0.654;0.552;0.059
2025;7;16;0.528;0.344;0.036
2025;7;17;0.346;0.125;0.006
2025;7;18;0.110;0.001;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.030;0;0
2025;7;9;0.320;0.008;0
2025;7;10;0.523;0.050;0.021
2025;7;11;0.660;0.101;0.053
2025;7;12;0.738;0.161;0.087
2025;7;13;0.769;0.329;0.100
2025;7;14;0.752;0.548;0.083
2025;7;15;0.686;0.638;0.049
2025;7;16;0.566;0.515;0.015
2025;7;17;0.384;0.309;0
2025;7;18;0.123;0.039;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.025;0;0
2025;7;9;0.295;0.162;0.001
2025;7;10;0.495;0.441;0.097
2025;7;11;0.635;0.591;0.258
2025;7;12;0.718;0.666;0.343
2025;7;13;0.756;0.678;0.299
2025;7;14;0.740;0.610;0.196
2025;7;15;0.677;0.541;0.121
2025;7;16;0.552;0.488;0.062
2025;7;17;0.367;0.317;0.013
2025;7;18;0.112;0.042;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.029;0;0
2025;7;9;0.313;0.060;0
2025;7;10;0.518;0.178;0.082
2025;7;11;0.656;0.297;0.209
2025;7;12;0.740;0.404;0.275
2025;7;13;0.772;0.318;0.335
2025;7;14;0.756;0.200;0.277
2025;7;15;0.690;0.157;0.150
2025;7;16;0.569;0.108;0.119
2025;7;17;0.384;0.055;0.046
2025;7;18;0.127;0;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.016;0;0
2025;7;9;0.270;0.022;0
2025;7;10;0.487;0.155;0.027
2025;7;11;0.628;0.532;0.084
2025;7;12;0.713;0.732;0.131
2025;7;13;0.750;0.762;0.130
2025;7;14;0.745;0.733;0.139
2025;7;15;0.684;0.649;0.115
2025;7;16;0.563;0.516;0.050
2025;7;17;0.377;0.298;0.007
2025;7;18;0.117;0.043;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.032;0;0
2025;7;9;0.312;0.310;0
2025;7;10;0.513;0.534;0.086
2025;7;11;0.652;0.680;0.225
2025;7;12;0.729;0.765;0.233
2025;7;13;0.761;0.797;0.185
2025;7;14;0.744;0.778;0.170
2025;7;15;0.673;0.702;0.126
2025;7;16;0.548;0.567;0.064
2025;7;17;0.359;0.357;0.006
2025;7;18;0.111;0.063;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.017;0;0
2025;7;9;0.276;0.311;0
2025;7;10;0.496;0.535;0.023
2025;7;11;0.642;0.681;0.054
2025;7;12;0.725;0.767;0.093
2025;7;13;0.759;0.799;0.127
2025;7;14;0.744;0.780;0.201
2025;7;15;0.673;0.707;0.105
2025;7;16;0.540;0.575;0.041
2025;7;17;0.339;0.370;0.005
2025;7;18;0.089;0.073;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.022;0;0
2025;7;9;0.296;0.294;0
2025;7;10;0.508;0.516;0.069
2025;7;11;0.648;0.662;0.143
2025;7;12;0.733;0.743;0.213
2025;7;13;0.766;0.773;0.279
2025;7;14;0.750;0.727;0.218
2025;7;15;0.683;0.549;0.147
2025;7;16;0.563;0.391;0.108
2025;7;17;0.370;0.269;0.028
2025;7;18;0.104;0.052;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.019;0;0
2025;7;9;0.253;0.263;0.011
2025;7;10;0.466;0.505;0.084
2025;7;11;0.629;0.645;0.315
2025;7;12;0.744;0.723;0.523
2025;7;13;0.784;0.750;0.562
2025;7;14;0.764;0.707;0.352
2025;7;15;0.687;0.607;0.370
2025;7;16;0.556;0.470;0.103
2025;7;17;0.361;0.271;0.028
2025;7;18;0.107;0.043;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.031;0;0
2025;7;9;0.306;0.260;0
2025;7;10;0.512;0.494;0.025
2025;7;11;0.653;0.635;0.045
2025;7;12;0.739;0.717;0.083
2025;7;13;0.772;0.750;0.076
2025;7;14;0.757;0.731;0.035
2025;7;15;0.689;0.646;0.029
2025;7;16;0.567;0.394;0.023
2025;7;17;0.379;0.101;0.001
2025;7;18;0.120;0.027;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.036;0;0
2025;7;9;0.321;0.043;0
2025;7;10;0.524;0.091;0.031
2025;7;11;0.666;0.198;0.045
2025;7;12;0.754;0.545;0.084
2025;7;13;0.788;0.628;0.143
2025;7;14;0.773;0.652;0.190
2025;7;15;0.708;0.419;0.134
2025;7;16;0.586;0.307;0.126
2025;7;17;0.401;0.206;0.041
2025;7;18;0.139;0.019;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.041;0;0
2025;7;9;0.340;0.130;0
2025;7;10;0.542;0.234;0.023
2025;7;11;0.677;0.569;0.059
2025;7;12;0.758;0.727;0.107
2025;7;13;0.789;0.766;0.146
2025;7;14;0.773;0.748;0.211
2025;7;15;0.703;0.678;0.131
2025;7;16;0.583;0.551;0.043
2025;7;17;0.400;0.352;0.011
2025;7;18;0.141;0.077;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.043;0;0
2025;7;9;0.343;0.167;0
2025;7;10;0.545;0.400;0.036
2025;7;11;0.682;0.559;0.090
2025;7;12;0.763;0.722;0.192
2025;7;13;0.794;0.765;0.219
2025;7;14;0.778;0.690;0.231
2025;7;15;0.714;0.671;0.262
2025;7;16;0.594;0.504;0.186
2025;7;17;0.410;0.349;0.047
2025;7;18;0.146;0.050;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.038;0;0
2025;7;9;0.322;0.039;0
2025;7;10;0.526;0.115;0.001
2025;7;11;0.668;0.222;0.024
2025;7;12;0.749;0.302;0.073
2025;7;13;0.783;0.331;0.111
2025;7;14;0.768;0.563;0.122
2025;7;15;0.703;0.682;0.137
2025;7;16;0.579;0.555;0.079
2025;7;17;0.388;0.229;0.032
2025;7;18;0.129;0.009;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.035;0;0
2025;7;9;0.312;0.052;0
2025;7;10;0.521;0.108;0.006
2025;7;11;0.630;0.178;0.033
2025;7;12;0.556;0.415;0.029
2025;7;13;0.666;0.462;0.044
2025;7;14;0.748;0.446;0.062
2025;7;15;0.691;0.362;0.070
2025;7;16;0.555;0.252;0.049
2025;7;17;0.373;0.164;0.024
2025;7;18;0.121;0.014;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.033;0.002;0
2025;7;9;0.306;0.338;0.011
2025;7;10;0.514;0.563;0.101
2025;7;11;0.657;0.712;0.227
2025;7;12;0.727;0.799;0.289
2025;7;13;0.740;0.832;0.328
2025;7;14;0.733;0.811;0.326
2025;7;15;0.690;0.735;0.288
2025;7;16;0.581;0.599;0.109
2025;7;17;0.392;0.389;0.060
2025;7;18;0.129;0.099;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.006;0;0
2025;7;9;0.168;0.263;0.002
2025;7;10;0.371;0.477;0.070
2025;7;11;0.524;0.629;0.131
2025;7;12;0.655;0.716;0.201
2025;7;13;0.749;0.733;0.264
2025;7;14;0.758;0.690;0.295
2025;7;15;0.698;0.588;0.338
2025;7;16;0.582;0.433;0.213
2025;7;17;0.367;0.247;0.076
2025;7;18;0.120;0.045;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0;0.002;0
2025;7;9;0.064;0.319;0.102
2025;7;10;0.161;0.539;0.370
2025;7;11;0.267;0.682;0.547
2025;7;12;0.401;0.762;0.661
2025;7;13;0.415;0.793;0.704
2025;7;14;0.420;0.774;0.691
2025;7;15;0.365;0.702;0.620
2025;7;16;0.287;0.571;0.487
2025;7;17;0.173;0.370;0.278
2025;7;18;0.040;0.097;0.029
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.027;0.003;0
2025;7;9;0.294;0.326;0.032
2025;7;10;0.536;0.543;0.091
2025;7;11;0.695;0.687;0.115
2025;7;12;0.786;0.766;0.168
2025;7;13;0.817;0.801;0.116
2025;7;14;0.797;0.786;0.126
2025;7;15;0.724;0.711;0.106
2025;7;16;0.607;0.577;0.051
2025;7;17;0.421;0.374;0.009
2025;7;18;0.156;0.101;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.068;0;0
2025;7;9;0.380;0.069;0
2025;7;10;0.574;0.280;0.022
2025;7;11;0.705;0.527;0.080
2025;7;12;0.783;0.664;0.149
2025;7;13;0.812;0.685;0.230
2025;7;14;0.794;0.559;0.304
2025;7;15;0.727;0.472;0.293
2025;7;16;0.606;0.459;0.245
2025;7;17;0.424;0.342;0.131
2025;7;18;0.165;0.090;0.002
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.052;0;0
2025;7;9;0.341;0.164;0.067
2025;7;10;0.543;0.410;0.225
2025;7;11;0.681;0.581;0.329
2025;7;12;0.763;0.692;0.386
2025;7;13;0.793;0.730;0.396
2025;7;14;0.781;0.708;0.396
2025;7;15;0.710;0.591;0.346
2025;7;16;0.583;0.425;0.240
2025;7;17;0.394;0.190;0.098
2025;7;18;0.121;0.029;0.003
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.047;0.003;0
2025;7;9;0.324;0.281;0.005
2025;7;10;0.527;0.496;0.046
2025;7;11;0.671;0.649;0.070
2025;7;12;0.762;0.738;0.095
2025;7;13;0.802;0.763;0.118
2025;7;14;0.786;0.727;0.164
2025;7;15;0.722;0.624;0.137
2025;7;16;0.602;0.405;0.096
2025;7;17;0.420;0.177;0.013
2025;7;18;0.163;0.038;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;7;0;0;0;0
2025;7;1;0;0;0
2025;7;2;0;0;0
2025;7;3;0;0;0
2025;7;4;0;0;0
2025;7;5;0;0;0
2025;7;6;0;0;0
2025;7;7;0;0;0
2025;7;8;0.066;0;0
2025;7;9;0.368;0.248;0.009
2025;7;10;0.565;0.483;0.040
2025;7;11;0.700;0.649;0.083
2025;7;12;0.777;0.736;0.090
2025;7;13;0.809;0.769;0.070
2025;7;14;0.792;0.752;0.049
2025;7;15;0.725;0.682;0.035
2025;7;16;0.605;0.555;0.018
2025;7;17;0.423;0.360;0.003
2025;7;18;0.166;0.103;0
2025;7;19;0;0;0
2025;7;20;0;0;0
2025;7;21;0;0;0
2025;7;22;0;0;0
2025;7;23;0;0;0
2025;8;0;0;0;0
2025;8;1;0;0;0
2025;8;2;0;0;0
2025;8;3;0;0;0
2025;8;4;0;0;0
2025;8;5;0;0;0
2025;8;6;0;0;0
2025;8;7;0;0;0
2025;8;8;0.071;0.004;0
2025;8;9;0.371;0.281;0
2025;8;10;0.567;0.492;0.014
2025;8;11;0.701;0.591;0.038
2025;8;12;0.779;0.618;0.052
2025;8;13;0.811;0.649;0.083
2025;8;14;0.794;0.634;0.064
2025;8;15;0.725;0.602;0.044
2025;8;16;0.603;0.511;0.022
2025;8;17;0.418;0.341;0.014
2025;8;18;0.160;0.092;0
2025;8;19;0;0;0
2025;8;20;0;0;0
2025;8;21;0;0;0
2025;8;22;0;0;0
2025;8;23;0;0;0
2025;8;0;0;0;0
2025;8;1;0;0;0
2025;8;2;0;0;0
2025;8;3;0;0;0
2025;8;4;0;0;0
2025;8;5;0;0;0
2025;8;6;0;0;0
2025;8;7;0;0;0
2025;8;8;0.056;0;0
2025;8;9;0.340;0.125;0
2025;8;10;0.546;0.402;0.029
2025;8;11;0.686;0.337;0.072
2025;8;12;0.769;0.415;0.089
2025;8;13;0.801;0.313;0.092
2025;8;14;0.784;0.424;0.134
2025;8;15;0.717;0.311;0.106
2025;8;16;0.594;0.300;0.043
2025;8;17;0.409;0.172;0.015
2025;8;18;0.152;0.010;0
2025;8;19;0;0;0
2025;8;20;0;0;0
2025;8;21;0;0;0
2025;8;22;0;0;0
2025;8;23;0;0;0
2025;8;0;0;0;0
2025;8;1;0;0;0
2025;8;2;0;0;0
2025;8;3;0;0;0
2025;8;4;0;0;0
2025;8;5;0;0;0
2025;8;6;0;0;0
2025;8;7;0;0;0
2025;8;8;0.056;0.015;0
2025;8;9;0.330;0.355;0.011
2025;8;10;0.525;0.574;0.096
2025;8;11;0.663;0.724;0.198
2025;8;12;0.749;0.814;0.257
2025;8;13;0.781;0.849;0.215
2025;8;14;0.767;0.829;0.164
2025;8;15;0.700;0.754;0.129
2025;8;16;0.579;0.619;0.055
2025;8;17;0.398;0.414;0.024
2025;8;18;0.151;0.135;0
2025;8;19;0;0;0
2025;8;20;0;0;0
2025;8;21;0;0;0
2025;8;22;0;0;0
2025;8;23;0;0;0
2025;8;0;0;0;0
2025;8;1;0;0;0
2025;8;2;0;0;0
2025;8;3;0;0;0
2025;8;4;0;0;0
2025;8;5;0;0;0
2025;8;6;0;0;0
2025;8;7;0;0;0
2025;8;8;0.064;0.019;0
2025;8;9;0.356;0.366;0
2025;8;10;0.562;0.573;0.030
2025;8;11;0.702;0.707;0.086
2025;8;12;0.783;0.783;0.146
2025;8;13;0.813;0.809;0.349
2025;8;14;0.796;0.786;0.419
2025;8;15;0.728;0.715;0.387
2025;8;16;0.605;0.587;0.248
2025;8;17;0.419;0.394;0.078
2025;8;18;0.163;0.130;0.003
2025;8;19;0;0;0
2025;8;20;0;0;0
2025;8;21;0;0;0
2025;8;22;0;0;0
2025;8;23;0;0;0
2025;8;0;0;0;0
2025;8;1;0;0;0
2025;8;2;0;0;0
2025;8;3;0;0;0
2025;8;4;0;0;0
2025;8;5;0;0;0
2025;8;6;0;0;0
2025;8;7;0;0;0
2025;8;8;0.093;0.015;0
2025;8;9;0.401;0.326;0.074
2025;8;10;0.594;0.526;0.308
2025;8;11;0.722;0.667;0.475
2025;8;12;0.800;0.750;0.561
2025;8;13;0.831;0.779;0.576
2025;8;14;0.815;0.757;0.588
2025;8;15;0.747;0.686;0.543
2025;8;16;0.628;0.562;0.417
2025;8;17;0.446;0.375;0.109
2025;8;18;0.190;0.122;0.009
2025;8;19;0;0;0
2025;8;20;0;0;0
2025;8;21;0;0;0
2025;8;22;0;0;0
2025;8;23;0;0;0
2025;8;0;0;0;0
2025;8;1;0;0;0
2025;8;2;0;0;0
2025;8;3;0;0;0
2025;8;4;0;0;0
2025;8;5;0;0;0
2025;8;6;0;0;0
2025;8;7;0;0;0
2025;8;8;0.059;0.021;0
2025;8;9;0.332;0.347;0.110
2025;8;10;0.559;0.551;0.340
2025;8;11;0.708;0.685;0.551
2025;8;12;0.791;0.763;0.677
2025;8;13;0.823;0.796;0.730
2025;8;14;0.806;0.779;0.719
2025;8;15;0.737;0.707;0.655
2025;8;16;0.614;0.584;0.522
2025;8;17;0.427;0.398;0.297
2025;8;18;0.167;0.141;0.065
2025;8;19;0;0;0
2025;8;20;0;0;0
2025;8;21;0;0;0
2025;8;22;0;0;0
2025;8;23;0;0;0
2025;8;0;0;0;0
2025;8;1;0;0;0
2025;8;2;0;0;0
2025;8;3;0;0;0
2025;8;4;0;0;0
2025;8;5;0;0;0
2025;8;6;0;0;0
2025;8;7;0;0;0
2025;8;8;0.081;0.023;0
2025;8;9;0.374;0.354;0.013
2025;8;10;0.575;0.558;0.095
2025;8;11;0.713;0.692;0.135
2025;8;12;0.797;0.769;0.116
2025;8;13;0.828;0.798;0.095
2025;8;14;0.812;0.780;0.080
2025;8;15;0.747;0.711;0.096
2025;8;16;0.625;0.586;0.054
2025;8;17;0.442;0.396;0.025
2025;8;18;0.187;0.135;0
2025;8;19;0;0;0
2025;8;20;0;0;0
2025;8;21;0;0;0
2025;8;22;0;0;0
2025;8;23;0;0;0
2025;8;0;0;0;0
2025;8;1;0;0;0
2025;8;2;0;0;0
2025;8;3;0;0;0
2025;8;4;0;0;0
2025;8;5;0;0;0
2025;8;6;0;0;0
2025;8;7;0;0;0
2025;8;8;0.077;0.017;0
2025;8;9;0.359;0.299;0.002
2025;8;10;0.559;0.500;0.043
2025;8;11;0.699;0.642;0.103
2025;8;12;0.781;0.728;0.142
2025;8;13;0.810;0.766;0.167
2025;8;14;0.797;0.760;0.143
2025;8;15;0.731;0.691;0.111
2025;8;16;0.612;0.558;0.133
2025;8;17;0.427;0.361;0.077
2025;8;18;0.171;0.109;0.007
2025;8;19;0;0;0
2025;8;20;0;0;0
2025;8;21;0;0;0
2025;8;22;0;0;0
2025;8;23;0;0;0
2025;8;0;0;0;0
2025;8;1;0;0;0
